,valor,bairro,zona,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
2243,1300000.0,Ponta Negra,Oeste,Casas,275.0,5.0,5.0,5.0
2244,1150000.0,Aleixo,Centro-Sul,Apartamentos,155.0,3.0,3.0,5.0
2245,347000.0,Ponta Negra,Oeste,Apartamentos,60.0,2.0,2.0,2.0
2246,380000.0,Dom Pedro I,Centro-Oeste,Casas,100.0,3.0,3.0,2.0
2250,1500000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,5.0,3.0,5.0
2251,1150000.0,Adrianópolis,Centro-Sul,Apartamentos,181.0,3.0,3.0,4.0
2252,970000.0,Ponta Negra,Oeste,Casas,275.0,3.0,4.0,3.0
2254,1280000.0,Ponta Negra,Oeste,Apartamentos,127.0,3.0,3.0,5.0
2255,950007.0,Tarumã,Oeste,Casas,160.0,3.0,4.0,5.0
2257,455000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,67.0,2.0,5.0,2.0
2258,1500000.0,Adrianópolis,Centro-Sul,Apartamentos,178.0,4.0,4.0,2.0
2259,200000.0,Jorge Teixeira,Leste,Casas,100.0,3.0,2.0,4.0
2261,170000.0,Novo Aleixo,Norte,Casas,45.0,2.0,2.0,1.0
2262,65000.0,Tarumã,Oeste,Casas,200.0,2.0,4.0,2.0
2263,800000.0,Petrópolis,Sul,Casas,999.0,4.0,2.0,4.0
2264,680000.0,Dom Pedro I,Centro-Oeste,Apartamentos,97.0,3.0,2.0,3.0
2265,590000.0,Dom Pedro I,Centro-Oeste,Apartamentos,92.0,3.0,2.0,3.0
2268,195086.0,Novo Aleixo,Norte,Casas,90.0,3.0,2.0,2.0
2269,160130.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
2270,350001.0,Novo Aleixo,Norte,Casas,89.0,3.0,2.0,3.0
2271,599000.0,Adrianópolis,Centro-Sul,Apartamentos,201.0,4.0,2.0,3.0
2272,780000.0,Adrianópolis,Centro-Sul,Apartamentos,193.0,3.0,3.0,3.0
2273,110000.0,Flores,Centro-Sul,Casas,150.0,2.0,2.0,1.0
2274,1290000.0,Ponta Negra,Oeste,Casas,450.0,3.0,4.0,4.0
2275,370000.0,Flores,Centro-Sul,Apartamentos,80.0,3.0,2.0,2.0
2278,280000.0,Nova Cidade,Norte,Casas,56.0,2.0,3.0,2.0
2279,170000.0,Nova Cidade,Norte,Casas,80.0,2.0,3.0,2.0
2280,165000.0,Lírio do Vale,Oeste,Apartamentos,200.0,2.0,4.0,2.0
2281,200000.0,São Francisco,Sul,Apartamentos,50.0,2.0,1.0,1.0
2282,1480000.0,Adrianópolis,Centro-Sul,Apartamentos,140.0,4.0,2.0,5.0
2283,350000.0,Flores,Centro-Sul,Apartamentos,180.0,2.0,2.0,2.0
2285,1100000.0,Flores,Centro-Sul,Casas,268.0,3.0,4.0,4.0
2286,225000.0,São José Operário,Leste,Casas,200.0,3.0,2.0,4.0
2287,2500000.0,Chapada,Centro-Sul,Casas,305.0,4.0,2.0,4.0
2289,100000.0,Cidade Nova,Norte,Casas,350.0,3.0,3.0,3.0
2292,65000.0,Novo Israel,Norte,Casas,8588.0,2.0,2.0,1.0
2294,320020.0,Colônia Santo Antônio,Norte,Casas,88.0,3.0,2.0,2.0
2295,1600000.0,Ponta Negra,Oeste,Casas,350.0,3.0,4.0,2.0
2296,50000.0,Santo Agostinho,Oeste,Casas,40.0,1.0,0.0,1.0
2297,214490.0,Planalto,Centro-Oeste,Apartamentos,43.0,2.0,1.0,1.0
2298,380000.0,Dom Pedro I,Centro-Oeste,Apartamentos,62.0,2.0,5.0,1.0
2299,1290000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,180.0,3.0,3.0,5.0
2300,240000.0,Compensa,Oeste,Apartamentos,58.0,2.0,1.0,2.0
2302,470000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,80.0,3.0,2.0,3.0
2303,85000.0,Lago Azul,Norte,Apartamentos,52.0,2.0,1.0,1.0
2304,2329000.0,Adrianópolis,Centro-Sul,Apartamentos,215.0,4.0,3.0,5.0
2306,270129.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
2307,300000.0,Ponta Negra,Oeste,Apartamentos,58.0,2.0,1.0,1.0
2308,380000.0,Tarumã-Açu,Oeste,Casas,69.0,3.0,2.0,2.0
2309,1500368.0,Ponta Negra,Oeste,Casas,150.0,3.0,2.0,4.0
2310,1600000.0,Ponta Negra,Oeste,Apartamentos,178.0,4.0,3.0,5.0
2311,95000.0,Nova Cidade,Norte,Casas,160.0,2.0,1.0,2.0
2312,1500000.0,Ponta Negra,Oeste,Casas,223.0,4.0,2.0,5.0
2313,879999.0,Colônia Terra Nova,Norte,Casas,220.0,3.0,4.0,5.0
2314,450000.0,Flores,Centro-Sul,Apartamentos,69.0,3.0,2.0,2.0
2316,630000.0,Cidade Nova,Norte,Casas,140.0,3.0,2.0,1.0
2317,180000.0,Lírio do Vale,Oeste,Casas,320.0,3.0,2.0,2.0
2318,800000.0,Flores,Centro-Sul,Apartamentos,90.0,3.0,2.0,4.0
2319,300000.0,Chapada,Centro-Sul,Apartamentos,85.0,2.0,1.0,2.0
2321,265000.0,Flores,Centro-Sul,Casas,85.0,3.0,2.0,2.0
2322,770000.0,Ponta Negra,Oeste,Apartamentos,90.0,3.0,2.0,3.0
2323,750000.0,Novo Aleixo,Norte,Casas,220.0,5.0,4.0,3.0
2324,963000.0,Colônia Terra Nova,Norte,Casas,305.0,4.0,3.0,5.0
2325,968000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,444.0,5.0,4.0,4.0
2326,1600000.0,Ponta Negra,Oeste,Apartamentos,134.0,3.0,2.0,4.0
2327,740000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,160.0,3.0,2.0,5.0
2328,1800000.0,Ponta Negra,Oeste,Casas,404.0,5.0,4.0,5.0
2329,320000.0,Tarumã-Açu,Oeste,Casas,71.0,3.0,2.0,2.0
2330,390000.0,Redenção,Centro-Oeste,Casas,300.0,3.0,5.0,2.0
2331,280000.0,Nova Cidade,Norte,Casas,280.0,5.0,2.0,5.0
2332,270430.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
2334,250000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,55.0,1.0,1.0,1.0
2335,530000.0,Dom Pedro I,Centro-Oeste,Apartamentos,81.0,2.0,1.0,2.0
2336,180000.0,Nova Cidade,Norte,Casas,130.0,2.0,3.0,2.0
2338,430000.0,Ponta Negra,Oeste,Apartamentos,65.0,2.0,1.0,2.0
2339,150000.0,Tarumã,Oeste,Apartamentos,45.0,2.0,1.0,1.0
2340,160358.0,Flores,Centro-Sul,Casas,80.0,2.0,2.0,2.0
2341,169900.0,Ponta Negra,Oeste,Apartamentos,42.0,2.0,1.0,1.0
2342,4500000.0,Adrianópolis,Centro-Sul,Casas,750.0,5.0,5.0,5.0
2343,900000.0,Ponta Negra,Oeste,Casas,180.0,3.0,4.0,5.0
2344,231100.0,Novo Aleixo,Norte,Apartamentos,49.0,2.0,1.0,1.0
2345,175000.0,Cidade Nova,Norte,Casas,200.0,3.0,2.0,2.0
2346,300000.0,Santo Antônio,Oeste,Apartamentos,80.0,2.0,1.0,2.0
2347,1450000.0,Aleixo,Centro-Sul,Apartamentos,230.0,5.0,4.0,5.0
2349,620000.0,Aleixo,Centro-Sul,Apartamentos,92.0,3.0,2.0,3.0
2351,7000000.0,Adrianópolis,Centro-Sul,Casas,2000.0,5.0,5.0,5.0
2352,475800.0,São Jorge,Oeste,Apartamentos,71.0,2.0,1.0,2.0
2353,800000.0,Dom Pedro I,Centro-Oeste,Casas,157.0,3.0,2.0,2.0
2354,399500.0,Flores,Centro-Sul,Casas,72.0,2.0,2.0,2.0
2355,265128.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,2.0
2357,350000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,73.0,3.0,1.0,2.0
2358,244050.0,Lírio do Vale,Oeste,Casas,81.0,3.0,2.0,1.0
2359,130000.0,Santa Etelvina,Norte,Apartamentos,52.0,2.0,1.0,1.0
2360,175000.0,Cidade de Deus,Norte,Casas,100.0,4.0,4.0,3.0
2361,220000.0,Flores,Centro-Sul,Casas,63.0,2.0,2.0,1.0
2363,100000.0,Cidade Nova,Norte,Apartamentos,57.0,2.0,1.0,1.0
2364,350000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,73.0,3.0,2.0,2.0
2365,280000.0,Alvorada,Centro-Oeste,Casas,160.0,5.0,1.0,5.0
2366,125000.0,Novo Aleixo,Norte,Casas,300.0,3.0,3.0,2.0
2367,1000000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,192.0,4.0,3.0,1.0
2368,370000.0,Flores,Centro-Sul,Apartamentos,83.0,3.0,1.0,2.0
2369,200131.0,Tarumã,Oeste,Apartamentos,70.0,2.0,1.0,1.0
2370,590000.0,Dom Pedro I,Centro-Oeste,Apartamentos,92.0,3.0,2.0,1.0
2372,269005.0,Cidade Nova,Norte,Casas,89.0,3.0,3.0,2.0
2373,493200.0,Ponta Negra,Oeste,Casas,183000.0,3.0,4.0,2.0
2374,400000.0,Nossa Senhora Aparecida,Sul,Apartamentos,120.0,3.0,1.0,3.0
2375,100000.0,Praça 14 de Janeiro,Sul,Casas,350.0,3.0,3.0,3.0
2376,125000.0,Aleixo,Centro-Sul,Apartamentos,42.0,2.0,1.0,1.0
2377,195000.0,Japiim,Sul,Apartamentos,50.0,2.0,1.0,1.0
2378,810000.0,Tarumã,Oeste,Casas,233.0,4.0,4.0,5.0
2379,220000.0,Tarumã,Oeste,Apartamentos,56.0,3.0,1.0,1.0
2380,2000000.0,Aleixo,Centro-Sul,Casas,690.0,5.0,3.0,4.0
2381,174000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,65.0,2.0,2.0,1.0
2382,125000.0,Lago Azul,Norte,Apartamentos,43.0,2.0,1.0,1.0
2383,190001.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,50.0,2.0,1.0,1.0
2384,60000.0,Tarumã,Oeste,Casas,180.0,3.0,2.0,1.0
2385,2500000.0,Ponta Negra,Oeste,Casas,469.0,5.0,5.0,5.0
2386,1850000.0,Adrianópolis,Centro-Sul,Apartamentos,301.0,4.0,4.0,5.0
2387,299000.0,Flores,Centro-Sul,Casas,300.0,2.0,3.0,1.0
2388,830000.0,Ponta Negra,Oeste,Casas,250.0,3.0,4.0,3.0
2389,420000.0,Flores,Centro-Sul,Apartamentos,79.0,3.0,2.0,2.0
2391,220000.0,Aleixo,Centro-Sul,Apartamentos,71.0,2.0,1.0,1.0
2392,305000.0,Redenção,Centro-Oeste,Casas,300.0,2.0,4.0,2.0
2393,1000000.0,Adrianópolis,Centro-Sul,Apartamentos,224.0,4.0,2.0,3.0
2394,2200000.0,Ponta Negra,Oeste,Apartamentos,220.0,5.0,4.0,5.0
2396,244003.0,Lírio do Vale,Oeste,Apartamentos,88.0,3.0,2.0,2.0
2401,200000.0,Adrianópolis,Centro-Sul,Apartamentos,30.0,1.0,1.0,1.0
2402,180000.0,Santo Agostinho,Oeste,Casas,160.0,3.0,2.0,2.0
2403,620000.0,Ponta Negra,Oeste,Casas,144.0,3.0,2.0,3.0
2404,450000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,105.0,3.0,2.0,3.0
2405,40000.0,Cidade de Deus,Norte,Casas,40.0,2.0,1.0,1.0
2407,170000.0,Tarumã-Açu,Oeste,Apartamentos,49.0,3.0,1.0,1.0
2408,200000.0,Aleixo,Centro-Sul,Apartamentos,57.0,2.0,1.0,1.0
2409,750012.0,Ponta Negra,Oeste,Casas,144.0,3.0,4.0,2.0
2410,170000.0,Cidade Nova,Norte,Casas,128.0,3.0,1.0,2.0
2411,700000.0,Dom Pedro I,Centro-Oeste,Apartamentos,100.0,3.0,2.0,2.0
2412,600000.0,Colônia Terra Nova,Norte,Casas,220.0,3.0,4.0,3.0
2413,850000.0,Aleixo,Centro-Sul,Apartamentos,117.0,3.0,2.0,3.0
2414,320030.0,Colônia Santo Antônio,Norte,Casas,88.0,3.0,2.0,2.0
2415,300000.0,Compensa,Oeste,Casas,2400.0,2.0,3.0,2.0
2416,343266.0,Ponta Negra,Oeste,Casas,67.0,2.0,2.0,3.0
2417,790000.0,Ponta Negra,Oeste,Apartamentos,127.0,3.0,2.0,3.0
2418,350000.0,Santo Antônio,Oeste,Apartamentos,69.0,2.0,1.0,2.0
2419,650000.0,Flores,Centro-Sul,Casas,127.0,3.0,2.0,3.0
2420,230000.0,Centro,Sul,Apartamentos,53.0,1.0,1.0,1.0
2421,350000.0,Tarumã,Oeste,Casas,85.0,3.0,2.0,2.0
2422,300000.0,Flores,Centro-Sul,Casas,76.0,2.0,1.0,3.0
2423,550000.0,Aleixo,Centro-Sul,Apartamentos,115.0,3.0,2.0,3.0
2424,125000.0,Lago Azul,Norte,Apartamentos,42.0,2.0,1.0,1.0
2425,2600000.0,Aleixo,Centro-Sul,Casas,540.0,4.0,0.0,5.0
2426,3500000.0,Ponta Negra,Oeste,Casas,410.0,4.0,4.0,5.0
2427,1030000.0,Flores,Centro-Sul,Casas,266.0,3.0,4.0,5.0
2429,80000.0,São José Operário,Leste,Casas,250.0,3.0,3.0,2.0
2430,2950000.0,Chapada,Centro-Sul,Casas,250.0,5.0,2.0,5.0
2433,7565641.0,Adrianópolis,Centro-Sul,Apartamentos,538.0,5.0,5.0,5.0
2434,1600000.0,Ponta Negra,Oeste,Casas,260.0,4.0,4.0,5.0
2435,460000.0,Parque 10 de Novembro,Centro-Sul,Casas,170.0,3.0,2.0,2.0
2436,1800000.0,Ponta Negra,Oeste,Apartamentos,200.0,4.0,3.0,5.0
2437,395000.0,Adrianópolis,Centro-Sul,Apartamentos,80.0,2.0,1.0,2.0
2439,320000.0,São José Operário,Leste,Casas,250.0,4.0,2.0,5.0
2440,160000.0,Compensa,Oeste,Apartamentos,66.0,2.0,1.0,2.0
2441,5500000.0,Aleixo,Centro-Sul,Casas,755.0,4.0,4.0,4.0
2443,750000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,109.0,3.0,2.0,2.0
2444,1100000.0,Santo Antônio,Oeste,Apartamentos,180.0,4.0,3.0,4.0
2445,480000.0,Ponta Negra,Oeste,Apartamentos,130.0,3.0,2.0,2.0
2446,375001.0,Zumbi dos Palmares,Leste,Casas,450.0,5.0,5.0,4.0
2447,190000.0,Tarumã,Oeste,Apartamentos,52.0,3.0,1.0,1.0
2448,850000.0,Colônia Terra Nova,Norte,Casas,218.0,3.0,4.0,4.0
2449,250001.0,Cidade Nova,Norte,Casas,75.0,2.0,2.0,2.0
2450,371000.0,Colônia Santo Antônio,Norte,Apartamentos,93.0,3.0,1.0,2.0
2451,203000.0,Planalto,Centro-Oeste,Apartamentos,44.0,2.0,1.0,1.0
2452,900000.0,Nossa Senhora das Graças,Centro-Sul,Casas,360.0,3.0,3.0,3.0
2453,249999.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,1.0
2454,55000.0,Lago Azul,Norte,Apartamentos,45.0,2.0,1.0,1.0
2455,340000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,73.0,3.0,1.0,2.0
2456,450000.0,Colônia Santo Antônio,Norte,Apartamentos,80.0,3.0,2.0,2.0
2457,490000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,80.0,3.0,2.0,1.0
2458,430000.0,Ponta Negra,Oeste,Apartamentos,66.0,2.0,1.0,2.0
2459,2000000.0,Ponta Negra,Oeste,Casas,362.0,5.0,5.0,5.0
2463,150000.0,Chapada,Centro-Sul,Casas,350.0,3.0,3.0,2.0
2464,430000.0,Tarumã-Açu,Oeste,Casas,999.0,3.0,2.0,2.0
2466,1600000.0,Ponta Negra,Oeste,Casas,250.0,4.0,4.0,4.0
2468,450000.0,Colônia Santo Antônio,Norte,Apartamentos,85.0,3.0,2.0,2.0
2469,1350000.0,Ponta Negra,Oeste,Casas,290.0,5.0,4.0,5.0
2470,162399.0,Colônia Terra Nova,Norte,Apartamentos,41.0,2.0,1.0,1.0
2471,500000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,80.0,3.0,2.0,2.0
2472,258000.0,Flores,Centro-Sul,Casas,81.0,3.0,2.0,2.0
2473,750000.0,Ponta Negra,Oeste,Casas,172.0,3.0,4.0,4.0
2474,879995.0,Colônia Terra Nova,Norte,Casas,200.0,3.0,4.0,5.0
2475,450000.0,Ponta Negra,Oeste,Apartamentos,85.0,3.0,2.0,3.0
2476,220000.0,Flores,Centro-Sul,Casas,260.0,4.0,2.0,3.0
2477,335000.0,Chapada,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
2480,265000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,57.0,2.0,1.0,2.0
2481,350000.0,Novo Aleixo,Norte,Casas,90.0,2.0,2.0,1.0
2484,620000.0,Centro,Sul,Casas,300.0,5.0,4.0,3.0
2485,2300000.0,Tarumã,Oeste,Casas,368.0,4.0,3.0,5.0
2486,260000.0,Japiim,Sul,Apartamentos,72.0,3.0,1.0,2.0
2487,650000.0,Tarumã-Açu,Oeste,Casas,110.0,2.0,2.0,4.0
2488,281000.0,Tarumã-Açu,Oeste,Casas,44.0,2.0,1.0,2.0
2489,250000.0,Parque 10 de Novembro,Centro-Sul,Casas,350.0,3.0,3.0,2.0
2490,1600000.0,Ponta Negra,Oeste,Casas,350.0,3.0,4.0,5.0
2491,520000.0,Parque 10 de Novembro,Centro-Sul,Casas,140.0,3.0,4.0,1.0
2492,480000.0,Tarumã-Açu,Oeste,Casas,110.0,4.0,3.0,3.0
2493,290000.0,Jorge Teixeira,Leste,Casas,200.0,5.0,3.0,3.0
2494,220000.0,Ponta Negra,Oeste,Apartamentos,56.0,2.0,1.0,1.0
2495,160001.0,Adrianópolis,Centro-Sul,Apartamentos,28.0,1.0,1.0,1.0
2497,735000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,140.0,3.0,2.0,5.0
2498,685001.0,Flores,Centro-Sul,Casas,103.0,3.0,3.0,3.0
2500,530000.0,Ponta Negra,Oeste,Apartamentos,81.0,3.0,2.0,1.0
2502,330000.0,Aleixo,Centro-Sul,Apartamentos,56.0,2.0,1.0,2.0
2503,650000.0,Ponta Negra,Oeste,Casas,136.0,4.0,5.0,4.0
2504,620130.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
2506,3300000.0,Aleixo,Centro-Sul,Casas,800.0,3.0,5.0,4.0
2507,178000.0,Tarumã,Oeste,Casas,100.0,2.0,2.0,1.0
2509,850000.0,Ponta Negra,Oeste,Apartamentos,125.0,3.0,2.0,3.0
2510,249997.0,Planalto,Centro-Oeste,Apartamentos,40.0,2.0,1.0,1.0
2511,440000.0,Planalto,Centro-Oeste,Casas,160.0,3.0,4.0,2.0
2512,480000.0,Aleixo,Centro-Sul,Casas,306.0,3.0,2.0,2.0
2513,1500132.0,Ponta Negra,Oeste,Casas,170.0,3.0,2.0,4.0
2514,850000.0,Compensa,Oeste,Apartamentos,120.0,4.0,2.0,4.0
2517,170000.0,Adrianópolis,Centro-Sul,Apartamentos,60.0,2.0,1.0,1.0
2518,700058.0,Colônia Terra Nova,Norte,Casas,145.0,3.0,4.0,5.0
2520,150000.0,Cidade de Deus,Norte,Casas,80.0,3.0,1.0,3.0
2521,550000.0,Adrianópolis,Centro-Sul,Apartamentos,160.0,3.0,2.0,2.0
2522,880000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,155.0,3.0,3.0,5.0
2524,1390000.0,Ponta Negra,Oeste,Casas,314.0,4.0,4.0,5.0
2525,380000.0,Santo Antônio,Oeste,Apartamentos,67.0,2.0,2.0,2.0
2527,155000.0,Alvorada,Centro-Oeste,Casas,126.0,2.0,1.0,1.0
2528,200000.0,Santa Etelvina,Norte,Casas,225.0,2.0,2.0,1.0
2529,130000.0,Tarumã-Açu,Oeste,Apartamentos,42.0,2.0,1.0,1.0
2530,500000.0,Cidade Nova,Norte,Casas,270.0,4.0,3.0,2.0
2534,1500000.0,Tarumã,Oeste,Casas,250.0,4.0,5.0,5.0
2535,710000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,124.0,3.0,2.0,3.0
2536,321000.0,Planalto,Centro-Oeste,Casas,450.0,3.0,3.0,2.0
2537,1200000.0,Cidade Nova,Norte,Casas,300.0,5.0,5.0,4.0
2538,1600002.0,Ponta Negra,Oeste,Apartamentos,134.0,3.0,2.0,4.0
2539,248300.0,Planalto,Centro-Oeste,Apartamentos,51.0,2.0,1.0,2.0
2540,1600000.0,Tarumã,Oeste,Casas,550.0,5.0,4.0,1.0
2542,5000000.0,Aleixo,Centro-Sul,Casas,500.0,4.0,4.0,2.0
2546,250000.0,Cidade Nova,Norte,Casas,20000.0,2.0,1.0,2.0
2548,95000.0,Cidade Nova,Norte,Casas,161.0,2.0,1.0,2.0
2549,620148.0,Parque 10 de Novembro,Centro-Sul,Casas,150.0,3.0,2.0,4.0
2550,2287998.0,Adrianópolis,Centro-Sul,Apartamentos,215.0,4.0,5.0,5.0
2551,1800000.0,Ponta Negra,Oeste,Casas,504.0,4.0,5.0,5.0
2552,900000.0,Colônia Terra Nova,Norte,Casas,472.0,5.0,2.0,5.0
2553,265026.0,Flores,Centro-Sul,Casas,80.0,3.0,2.0,2.0
2554,2000000.0,Ponta Negra,Oeste,Casas,600.0,4.0,0.0,5.0
2555,40000.0,Planalto,Centro-Oeste,Apartamentos,42.0,2.0,1.0,1.0
2557,780000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,129.0,3.0,2.0,4.0
2558,220030.0,Adrianópolis,Centro-Sul,Apartamentos,50.0,1.0,1.0,1.0
2559,316000.0,Planalto,Centro-Oeste,Apartamentos,59.0,2.0,1.0,2.0
2560,389265.0,Flores,Centro-Sul,Apartamentos,69.0,2.0,2.0,2.0
2561,399997.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,76.0,3.0,2.0,2.0
2562,1200000.0,Centro,Sul,Casas,550.0,3.0,2.0,3.0
2563,450000.0,Cidade Nova,Norte,Apartamentos,96.0,3.0,1.0,2.0
2564,550000.0,Japiim,Sul,Casas,300.0,3.0,4.0,3.0
2565,250000.0,Novo Aleixo,Norte,Casas,70.0,2.0,4.0,1.0
2566,243000.0,Lírio do Vale,Oeste,Casas,81.0,3.0,2.0,1.0
2567,2200000.0,Flores,Centro-Sul,Casas,810.0,5.0,5.0,5.0
2568,150000.0,Alvorada,Centro-Oeste,Casas,250.0,4.0,3.0,3.0
2569,730000.0,Centro,Sul,Apartamentos,89.0,3.0,2.0,2.0
2570,2600000.0,Ponta Negra,Oeste,Casas,1000.0,4.0,5.0,5.0
2571,55000.0,Lago Azul,Norte,Casas,320.0,1.0,1.0,1.0
2572,270000.0,Cidade Nova,Norte,Casas,86.0,4.0,1.0,2.0
2574,450000.0,Ponta Negra,Oeste,Apartamentos,88.0,3.0,2.0,3.0
2575,600000.0,Petrópolis,Sul,Casas,300.0,5.0,3.0,3.0
2577,750000.0,Ponta Negra,Oeste,Casas,308.0,3.0,2.0,5.0
2578,700000.0,Flores,Centro-Sul,Casas,220.0,3.0,2.0,3.0
2579,220000.0,Lírio do Vale,Oeste,Casas,165.0,3.0,1.0,2.0
2582,700000.0,Ponta Negra,Oeste,Casas,160.0,3.0,4.0,1.0
2583,1899000.0,Tarumã,Oeste,Casas,558.0,4.0,5.0,5.0
2584,2800000.0,Ponta Negra,Oeste,Casas,600.0,4.0,4.0,4.0
2586,550000.0,Dom Pedro I,Centro-Oeste,Apartamentos,103.0,3.0,1.0,2.0
2587,750000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,165.0,4.0,2.0,4.0
2589,120000.0,Petrópolis,Sul,Apartamentos,54.0,2.0,1.0,1.0
2590,320007.0,Parque 10 de Novembro,Centro-Sul,Casas,85.0,3.0,2.0,2.0
2592,160118.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
2593,1600000.0,Ponta Negra,Oeste,Casas,275.0,3.0,4.0,5.0
2594,320000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,72.0,3.0,1.0,1.0
2596,95000.0,Aleixo,Centro-Sul,Apartamentos,53.0,3.0,1.0,1.0
2597,219000.0,Tarumã,Oeste,Casas,54.0,2.0,2.0,1.0
2598,350000.0,Santo Agostinho,Oeste,Apartamentos,58.0,2.0,1.0,1.0
2599,270000.0,Novo Aleixo,Norte,Casas,200.0,3.0,3.0,2.0
2600,1600000.0,Ponta Negra,Oeste,Casas,275.0,4.0,4.0,5.0
2601,375000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,60.0,2.0,1.0,2.0
2602,374185.0,Flores,Centro-Sul,Apartamentos,66.0,2.0,1.0,2.0
2604,310000.0,Ponta Negra,Oeste,Apartamentos,55.0,2.0,1.0,1.0
2605,344000.0,Ponta Negra,Oeste,Apartamentos,60.0,3.0,2.0,1.0
2606,190000.0,Flores,Centro-Sul,Casas,52.0,2.0,2.0,2.0
2608,500000.0,Parque 10 de Novembro,Centro-Sul,Casas,160.0,3.0,3.0,3.0
2609,150000.0,Parque 10 de Novembro,Centro-Sul,Casas,400.0,3.0,3.0,3.0
2610,265008.0,Cidade Nova,Norte,Casas,78.0,3.0,2.0,2.0
2611,430000.0,Parque 10 de Novembro,Centro-Sul,Casas,102.0,3.0,2.0,2.0
2612,160133.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
2613,180000.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,1.0
2614,790000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,110.0,3.0,2.0,2.0
2615,550000.0,Flores,Centro-Sul,Casas,320.0,3.0,3.0,4.0
2616,480000.0,Aleixo,Centro-Sul,Casas,120.0,3.0,2.0,2.0
2618,156000.0,Flores,Centro-Sul,Apartamentos,41.0,2.0,1.0,1.0
2619,320000.0,Tarumã,Oeste,Casas,100.0,3.0,2.0,2.0
2620,300000.0,Petrópolis,Sul,Casas,92.0,3.0,1.0,3.0
2621,185100.0,Zumbi dos Palmares,Leste,Apartamentos,43.0,2.0,1.0,1.0
2623,241000.0,Ponta Negra,Oeste,Apartamentos,53.0,3.0,1.0,1.0
2624,1400000.0,Adrianópolis,Centro-Sul,Apartamentos,155.0,3.0,2.0,5.0
2625,950000.0,Flores,Centro-Sul,Apartamentos,219.0,3.0,2.0,2.0
2626,150000.0,Cidade de Deus,Norte,Casas,160.0,3.0,1.0,2.0
2627,750000.0,Chapada,Centro-Sul,Apartamentos,180.0,3.0,2.0,5.0
2628,315166.0,Flores,Centro-Sul,Apartamentos,63.0,2.0,1.0,2.0
2629,850000.0,Planalto,Centro-Oeste,Casas,600.0,4.0,3.0,4.0
2630,1900000.0,Ponta Negra,Oeste,Casas,700.0,5.0,4.0,5.0
2631,980000.0,Nova Esperança,Oeste,Casas,325.0,4.0,4.0,5.0
2632,384000.0,Ponta Negra,Oeste,Apartamentos,66.0,2.0,1.0,2.0
2634,1600000.0,Ponta Negra,Oeste,Casas,250.0,4.0,5.0,4.0
2636,280000.0,Cidade Nova,Norte,Casas,173.0,4.0,2.0,3.0
2638,400000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,103.0,3.0,1.0,3.0
2640,901005.0,Tarumã,Oeste,Casas,154.0,3.0,4.0,4.0
2641,850000.0,Ponta Negra,Oeste,Casas,250.0,3.0,2.0,5.0
2642,750000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,120.0,3.0,2.0,4.0
2643,3500000.0,Aleixo,Centro-Sul,Casas,450.0,3.0,4.0,5.0
2644,360000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,69.0,2.0,1.0,2.0
