valor,cep,cidade,bairro,zona,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
1400000,null,null,null,null,null,Apartamentos,230,4,2,4
0,69030050,Manaus,Compensa,Oeste,Rua Armando Fontes,Casas,450,2,0,1
1390000,69057070,Manaus,Adrianópolis,Centro-Sul,Rua Teresina,Apartamentos,164,3,2,4
900000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,190,3,4,4
160000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,70,2,2,2
248009,69045020,Manaus,Planalto,Centro-Oeste,Rua Atenas,Apartamentos,52,2,1,2
800000,69057021,Manaus,Adrianópolis,Centro-Sul,null,Apartamentos,140,3,3,3
480000,69044080,Manaus,Planalto,Centro-Oeste,Rua Desembargador Cândido Onório,Casas,630,5,4,2
340001,69029160,Manaus,Santo Antônio,Oeste,Rua Marechal Bittencourt,Apartamentos,69,2,1,2
150000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Apartamentos,50,2,1,1
132000,69097235,Manaus,Nova Cidade,Norte,Avenida Curaçao,Casas,45,2,2,1
2600000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,355,4,null,5
450000,69084060,Manaus,Zumbi dos Palmares,Leste,Rua Manduri,Casas,580,3,null,3
380266,null,null,null,null,null,Casas,80,3,2,2
315000,69022155,Manaus,Tarumã,Oeste,Avenida do Cetur,Casas,120,2,2,3
2100000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Casas,540,5,5,4
460000,69055700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Jornalista Umberto Calderaro Filho - de 1/2 ao fim,Apartamentos,109,3,1,3
359900,null,null,null,null,null,Casas,150,2,2,2
1350000,69036400,Manaus,Compensa,Oeste,Rua Herman Lima,Casas,931,5,5,5
1200000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,220,3,5,3
2000000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,497,5,5,5
700000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,140,3,3,1
340000,null,null,null,null,null,Casas,178,3,3,1
299900,69020470,Manaus,Praça 14 de Janeiro,Sul,Beco Guarapari,Casas,68,3,2,1
1200000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,220,3,5,2
360000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,59,2,1,1
850000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,360,3,4,3
180500,69039120,Manaus,Novo Israel,Norte,Rua Consolador,Apartamentos,41,2,1,1
75000,69093250,Manaus,Colônia Santo Antônio,Norte,Rua Lígia Pinto,Casas,40,2,0,1
560000,69050020,Manaus,Chapada,Centro-Sul,Avenida Darcy Vargas,Apartamentos,114,3,2,2
2250000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,300,4,null,5
1700000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,260,4,4,5
1350000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,600,4,4,2
248000,69058810,Manaus,Flores,Centro-Sul,Rua Visconde de Utinga,Casas,60,2,2,1
270000,69078510,Manaus,Japiim,Sul,Rua Monte Castelo,Casas,300,2,4,1
100000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,130,2,1,2
800000,69055450,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Domingos Leão,Casas,310,5,3,5
380000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,101,3,3,1
150000,69041045,Manaus,Tarumã,Oeste,Rua Branco Silva,Casas,160,2,1,1
9000000,null,null,null,null,null,Casas,600,5,5,5
450000,69040110,Manaus,Dom Pedro I,Centro-Oeste,Rua Almirante Maximiano,Apartamentos,70,2,1,2
1335000,69057560,Manaus,Adrianópolis,Centro-Sul,Rua Adolfina Areal Souto,Apartamentos,147,3,2,2
1550000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,275,3,4,4
581000,69020031,Manaus,Centro,Sul,Avenida Joaquim Nabuco - de 1511/1512 ao fim,Apartamentos,89,3,3,2
190000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,65,2,1,2
400000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Casas,160,4,3,3
249800,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,48,2,1,2
345000,69090694,Manaus,Cidade Nova,Norte,Travessa Camapuã (V Sinai),Casas,179,3,3,3
590000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,455,3,4,3
150000,69090713,Manaus,Cidade Nova,Norte,Rua Icoaraci,Casas,null,4,null,2
100000,69035720,Manaus,Compensa,Oeste,Rua Senador José Esteves,Casas,86,2,1,1
180000,69099414,Manaus,Cidade de Deus,Norte,Rua das Colhereiras,Casas,90,2,4,2
800000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,250,4,4,4
4500000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,495,4,5,3
715000,69058784,Manaus,Flores,Centro-Sul,Rua Conde de Irajá,Casas,200,3,4,5
null,69040611,Manaus,Chapada,Centro-Sul,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,630,5,null,5
3000000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,380,1,4,4
500000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,84,3,2,3
1200000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,313,4,4,5
250128,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
1600000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,270,3,4,5
1300000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Apartamentos,230,3,2,2
85000,69043170,Manaus,Alvorada,Centro-Oeste,Rua Professora Lea Alencar - de 1661/1662 ao fim,Casas,54,2,1,1
620388,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,80,3,2,4
469000,69028000,Manaus,Flores,Centro-Sul,Rua Espanha,Casas,300,4,null,2
470000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,70,2,1,2
280000,69042224,Manaus,Alvorada,Centro-Oeste,Rua São Carlos,Casas,80,2,2,1
900000,69045010,Manaus,Planalto,Centro-Oeste,Rua Amsterdam,Casas,450,4,5,4
912720,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,133,4,2,5
850000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,120,3,2,4
330000,69036790,Manaus,Santo Agostinho,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,67,2,1,2
250000,69038561,Manaus,Lírio do Vale,Oeste,Rua Ilha Oregon,Apartamentos,42,2,1,1
335000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,68,2,1,2
null,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,0,0,0,0
280000,69035230,Manaus,Compensa,Oeste,Rua Ribeiro Couto,Casas,200,3,3,2
850000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,150,3,3,4
1100000,null,null,null,null,null,Casas,250,3,2,3
1190000,69050030,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,300,4,4,5
298000,69054641,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom Diogo de Souza,Casas,80,2,2,2
1650000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,260,4,null,4
370000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,82,3,1,1
50000,69098025,Manaus,Novo Aleixo,Norte,Avenida Abraham Benzion,Apartamentos,40,2,1,1
700065,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,170,3,2,4
1500000,69022385,Manaus,Tarumã-Açu,Oeste,Condomínio Vivenda Verde,Casas,2100,5,5,5
400000,69058282,Manaus,Flores,Centro-Sul,Rua Barão dos Cocais,Apartamentos,59,2,1,2
210000,null,null,null,null,null,Apartamentos,50,2,1,1
950000,69057001,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Apartamentos,140,4,3,3
1000000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,153,3,2,3
420000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,225,3,2,2
187000,69028222,Manaus,Flores,Centro-Sul,Rua Portugal,Casas,195,2,2,2
1991000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,304,4,4,5
450000,69053000,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Djalma Batista - até 1596 - lado par,Apartamentos,96,3,1,1
988003,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,146,3,2,3
3800000,69055000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua do Comércio,Casas,630,5,4,5
485000,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,71,2,1,2
900000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,240,3,3,4
600000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,89,3,2,2
1700000,69057040,Manaus,Adrianópolis,Centro-Sul,Rua Salvador,Apartamentos,111,1,null,2
360000,69055682,Manaus,Parque 10 de Novembro,Centro-Sul,Travessa Carlos IV,Apartamentos,55,3,5,2
275,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,56,2,2,1
135000,69050010,Manaus,Chapada,Centro-Sul,Avenida Djalma Batista - de 1/2 ao fim,Apartamentos,34,1,1,1
175000,69067250,Manaus,Petrópolis,Sul,Rua Campos do Jordão,Apartamentos,75,2,1,2
1100000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,150,3,4,4
210000,69058260,Manaus,Flores,Centro-Sul,Rua Barão de Surui,Casas,60,2,1,2
580000,69053120,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Rio Guamá,Apartamentos,161,4,2,3
130000,69097740,Manaus,Cidade Nova,Norte,Avenida Irianeópolis,Casas,45,2,2,1
290000,69005220,Manaus,Centro,Sul,Rua Lima Bacuri,Casas,117,3,0,2
235000,69099065,Manaus,Novo Aleixo,Norte,Rua Afrânio Coutinho,Casas,64,2,1,2
1990000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,500,4,3,5
3800000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,630,4,4,5
600000,null,null,null,null,null,Casas,528,3,0,3
2600000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,420,5,4,5
720050,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,113,3,1,2
75000,69015474,Manaus,Colônia Terra Nova,Norte,Travessa Sobral,Casas,144,2,null,1
2750000,69009025,Manaus,Puraquequara,Leste,Rua Puraquequara,Apartamentos,1500,5,5,5
1290000,null,null,null,null,null,Casas,270,3,4,2
250000,69094170,Manaus,Cidade Nova,Norte,Rua Major Silvério J. Nery,Casas,100,2,4,3
245000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,49,2,1,2
460000,69050020,Manaus,Chapada,Centro-Sul,Avenida Darcy Vargas,Apartamentos,117,3,1,3
65000,69021415,Manaus,Tarumã,Oeste,Travessa 5 de Abril,Casas,132,2,2,2
1580000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,370,4,4,5
290000,69089245,Manaus,Armando Mendes,Leste,Rua Rio Itapuã,Casas,null,2,2,3
260000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,49,2,1,2
600000,69057140,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Jorge Baird,Apartamentos,60,2,2,1
1200000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,180,3,4,4
75000,69099357,Manaus,Novo Aleixo,Norte,Rua Cruzália,Casas,60,2,1,2
420000,null,null,null,null,null,Apartamentos,105,3,3,3
780000,null,null,null,null,null,Casas,279,3,4,5
450000,69027580,Manaus,São Raimundo,Oeste,Rua São Vicente,Casas,200,4,3,4
250000,69033170,Manaus,São Jorge,Oeste,Rua Desembargador Arthur Virgílio,Casas,336,4,1,2
1250000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,155,3,3,4
280000,69095812,Manaus,Cidade Nova,Norte,Rua Heitoral,Casas,173,4,null,3
3700000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,400,4,4,5
155000,69077000,Manaus,Japiim,Sul,Avenida Rodrigo Otávio,Apartamentos,34,1,1,1
175000,69097070,Manaus,Cidade Nova,Norte,Rua 13,Casas,128,2,2,2
1300000,69058204,Manaus,Flores,Centro-Sul,Rua Marquês do Maranhão,Casas,200,3,4,4
1813000,69057080,Manaus,Adrianópolis,Centro-Sul,Rua Fortaleza,Apartamentos,205,3,3,3
1499000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,278,4,null,4
890000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,240,3,4,5
2700000,null,null,null,null,null,Casas,333,4,4,5
1430000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,153,3,3,4
800000,69041460,Manaus,Tarumã,Oeste,Rua Sino Azul,Casas,300,1,2,4
429590,69058100,Manaus,Flores,Centro-Sul,Rua Marquês de Vila Real da Praia Grande,Casas,204,3,2,3
375000,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Apartamentos,66,2,1,2
162395,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,41,2,1,1
165000,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,50,2,2,1
300000,null,null,null,null,null,Casas,350,3,3,3
300000,69048580,Manaus,Alvorada,Centro-Oeste,Rua Ibipeba,Casas,300,3,4,2
480000,69036500,Manaus,Compensa,Oeste,Parque Aruanã,Casas,195,5,2,4
1300026,69058903,Manaus,Flores,Centro-Sul,Rua Visconde de Suassuna,Casas,290,3,5,4
2500000,69058780,Manaus,Flores,Centro-Sul,Rua Visconde de Santa Cruz,Casas,335,3,2,1
190000,69058090,Manaus,Flores,Centro-Sul,Rua Visconde de Porto Seguro - até 99999 - lado ímpar,Apartamentos,50,1,1,1
500000,null,null,null,null,null,Casas,null,4,5,5
220000,69098278,Manaus,Novo Aleixo,Norte,null,Casas,60,2,2,1
400000,69098383,Manaus,Novo Aleixo,Norte,Avenida Nathan Xavier de Albuquerque - de 842 ao fim - lado par,Casas,101,3,3,1
1300000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,450,3,4,5
270760,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
2300000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,314,5,5,5
590000,null,null,null,null,null,Casas,100,3,2,3
250000,69093015,Manaus,Colônia Santo Antônio,Norte,Rua Evaristo Faustino,Apartamentos,69,3,1,1
400000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,246,4,2,4
243000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,48,2,1,1
1500000,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,169,3,3,4
120000,69093437,Manaus,Colônia Terra Nova,Norte,Avenida Cristã - de 673/674 ao fim,Casas,128,3,2,1
380000,69040011,Manaus,Dom Pedro I,Centro-Oeste,Avenida Aires da Cunha - até 99999 - lado ímpar,Casas,90,3,2,2
45000,69028070,Manaus,Flores,Centro-Sul,Rua Itália,Casas,200,0,0,0
700000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,131,3,2,4
320000,69057140,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Jorge Baird,Apartamentos,47,1,1,1
2300000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,395,4,5,5
350000,69058830,Manaus,Flores,Centro-Sul,Avenida Torquato Tapajós,Apartamentos,80,3,1,2
1500133,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,170,3,2,4
300000,69085288,Manaus,São José Operário,Leste,Rua José Romão,Apartamentos,69,3,1,2
159000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Apartamentos,45,2,1,1
2800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,500,5,5,2
485000,69044022,Manaus,Planalto,Centro-Oeste,Rua Croto,Casas,300,3,4,3
2900000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,450,5,5,2
150000,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,60,4,2,4
145000,69095317,Manaus,Cidade Nova,Norte,Rua Pagiel,Casas,69,2,1,1
180000,69048000,Manaus,Da Paz,Centro-Oeste,Rua Wagner,Casas,53,2,2,2
1290000,69053110,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Javari,Apartamentos,190,3,3,4
890000,69020210,Manaus,Praça 14 de Janeiro,Sul,Avenida Álvaro Maia - de 1162 ao fim - lado par,Apartamentos,360,4,3,5
350000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,62,3,1,1
5500000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Casas,700,4,4,5
900000,69057021,Manaus,Adrianópolis,Centro-Sul,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,168,3,3,4
265132,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,90,3,2,2
495000,69040901,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,85,3,2,3
732480,69054672,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Misushiro,Casas,181,4,5,4
220000,69028055,Manaus,Flores,Centro-Sul,Rua Auxiliadora Chaves,Casas,180,4,2,5
1100000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,147,4,2,5
35000,69059500,Manaus,Santa Etelvina,Norte,Rua João Monte Fusco,Apartamentos,40,2,1,1
900000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,170,3,4,4
45000000,69006481,Manaus,Gilberto Mestrinho,Leste,Rua 9 de Dezembro,Casas,null,1,0,1
220000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,90,3,2,2
265134,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,90,3,2,2
2200000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,525,4,4,4
460000,69022155,Manaus,Tarumã,Oeste,Avenida do Cetur,Casas,74,3,2,2
420000,69058833,Manaus,Flores,Centro-Sul,Rua Dom Jackson D. Rodrigues,Apartamentos,68,3,2,2
900000,null,null,null,null,null,Casas,159,3,4,4
329997,null,null,null,null,null,Casas,180,4,2,3
240000,69083000,Manaus,Aleixo,Centro-Sul,Avenida Cosme Ferreira,Apartamentos,44,2,1,2
6500000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,600,5,4,5
250131,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
65000,69041530,Manaus,Tarumã,Oeste,Rua 19,Apartamentos,42,2,1,1
185000,69029040,Manaus,Santo Antônio,Oeste,Avenida Brasil,Apartamentos,75,2,1,1
35000,69097305,Manaus,Nova Cidade,Norte,Avenida Margarita,Casas,280,2,5,3
380000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,69,3,2,1
399000,69095310,Manaus,Cidade Nova,Norte,Rua Major Ribeiro Júnior,Casas,450,5,2,5
580000,69083020,Manaus,Aleixo,Centro-Sul,null,Casas,110,3,2,2
380000,69050445,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Billie Holiday,Apartamentos,75,3,null,2
890000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,330,3,5,4
300000,69044650,Manaus,Planalto,Centro-Oeste,Rua Elias Guedes da Silva,Casas,250,3,2,1
244001,69038258,Manaus,Lírio do Vale,Oeste,Travessa Olivença,Casas,81,3,2,1
450000,69045010,Manaus,Planalto,Centro-Oeste,Rua Amsterdam,Casas,300,3,3,3
614900,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,250,5,5,5
260000,69096145,Manaus,Cidade Nova,Norte,Rua Cananéia (N S P Socorro),Casas,140,3,1,2
245000,69055200,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Andréa Limonge,Casas,350,3,3,2
220000,69058833,Manaus,Flores,Centro-Sul,Rua Dom Jackson D. Rodrigues,Apartamentos,60,2,1,1
1150000,69083120,Manaus,Aleixo,Centro-Sul,Rua Nelson Batista de Sales,Casas,275,4,4,5
968000,69055752,Manaus,Parque 10 de Novembro,Centro-Sul,Rua José Mariano,Apartamentos,444,5,4,5
350000,69028360,Manaus,Flores,Centro-Sul,Rua São Judas Tadeu,Apartamentos,74,3,1,2
60000,69086585,Manaus,São José Operário,Leste,Rua Ipê-mamona,Casas,36,1,1,1
450000,69042740,Manaus,Dom Pedro I,Centro-Oeste,Rua Paulo Paiva,Casas,149,3,2,4
370000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,89,3,1,3
110,69049201,Manaus,Redenção,Centro-Oeste,Rua Guajara Mirim,Casas,null,2,null,1
1800000,null,null,null,null,null,Apartamentos,189,4,2,5
2000037,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,600,4,5,5
78000,69028242,Manaus,Flores,Centro-Sul,Rua Colômbia,Apartamentos,45,2,1,2
650000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,96,3,null,2
300011,69037473,Manaus,Nova Esperança,Oeste,Avenida Coronel Teixeira,Apartamentos,56,3,1,2
385000,69098052,Manaus,Novo Aleixo,Norte,Rua Jaciara,Casas,100,3,2,2
248000,69045000,Manaus,Planalto,Centro-Oeste,Avenida Constantinopla,Apartamentos,52,2,1,2
700000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,140,3,4,3
698000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,150,3,4,3
500000,69055715,Manaus,Parque 10 de Novembro,Centro-Sul,Conjunto Jardim Itaóca,Casas,150,3,3,3
1290000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,270,3,4,3
700000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,170,3,4,1
350000,69022135,Manaus,Tarumã,Oeste,Rua Moldova,Apartamentos,88,3,1,2
465000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,88,3,2,2
410000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,null,3,2,2
530000,69040000,Manaus,Dom Pedro I,Centro-Oeste,Avenida Pedro Teixeira,Apartamentos,84,3,3,3
1600000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,270,3,4,5
490000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,700,5,5,5
1300000,69060085,Manaus,Aleixo,Centro-Sul,Avenida Via Láctea,Apartamentos,134,3,2,4
770000,69025050,Manaus,Presidente Vargas,Sul,Rua Ayrão,Casas,634,5,5,3
180131,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,70,2,2,2
450000,69020440,Manaus,Praça 14 de Janeiro,Sul,Travessa Tarumã,Casas,235,3,1,1
320000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,69,2,1,1
489900,69086080,Manaus,São José Operário,Leste,Rua Ananás,Casas,250,4,3,3
360097,69060000,Manaus,Aleixo,Centro-Sul,Avenida André Araújo,Casas,90,3,2,2
750000,69067380,Manaus,Petrópolis,Sul,Rua Gama de Abreu,Apartamentos,null,5,0,null
1200000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,330,3,5,1
350000,69045250,Manaus,Planalto,Centro-Oeste,Rua Bogotá,Casas,450,3,3,2
8000000,69057070,Manaus,Adrianópolis,Centro-Sul,Rua Teresina,Apartamentos,530,5,4,5
570000,69055705,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Professor Samuel Benchimol,Apartamentos,88,3,1,2
327000,69050001,Manaus,Chapada,Centro-Sul,Avenida Constantino Nery - de 2600/2601 a 4500/4501,Apartamentos,74,3,1,3
1600000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,265,4,null,5
320091,69044090,Manaus,Planalto,Centro-Oeste,Rua David José Tadros,Casas,444,4,3,2
240000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,73,3,1,2
450000,69040070,Manaus,Dom Pedro I,Centro-Oeste,Rua Bartolomeu B da Silva,Apartamentos,84,3,2,3
365000,69098032,Manaus,Novo Aleixo,Norte,Rua Capibaribe,Casas,100,2,null,2
380005,69058848,Manaus,Flores,Centro-Sul,Rua Araçaí,Apartamentos,74,3,2,2
1464000,69057070,Manaus,Adrianópolis,Centro-Sul,Rua Teresina,Apartamentos,142,3,2,5
250000,69030520,Manaus,Vila da Prata,Oeste,Rua Voluntários da Pátria,Casas,250,5,2,2
390000,69094370,Manaus,Cidade Nova,Norte,Rua Coronel Domingos de Andrade,Casas,150,3,2,1
450000,69098025,Manaus,Novo Aleixo,Norte,Avenida Abraham Benzion,Casas,300,3,null,2
170000,69022155,Manaus,Tarumã,Oeste,Avenida do Cetur,Apartamentos,41,2,null,1
600000,69006619,Manaus,Gilberto Mestrinho,Leste,Travessa 11 de Abril,Casas,600,3,5,3
157800,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Apartamentos,41,2,1,1
900000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,170,3,4,1
1000000,69027130,Manaus,São Raimundo,Oeste,Beco Dom João da Mata,Casas,1200,4,2,4
590000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,69,2,1,1
95000,69008000,Manaus,Colônia Antônio Aleixo,Leste,Avenida Getúlio Vargas,Casas,null,2,null,1
45000,69099421,Manaus,Cidade de Deus,Norte,Rua São Martinho,Casas,null,2,null,1
180000,69041025,Manaus,Tarumã,Oeste,Avenida Torquato Tapajós,Apartamentos,10,3,1,1
